,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
1141,1,0,2.6,157,6,7,76,450.0,214
1142,1,1,4.1,553,6,11,215,900.0,214
1143,1,0,3.9,126,6,31,364,400.0,75
1144,1,1,4.1,1403,5,15,288,1100.0,214
1145,1,0,3.0,213,1,31,313,400.0,214
1146,1,0,2.8,102,2,31,258,350.0,214
1147,1,0,3.7,178,0,31,258,400.0,214
1148,1,0,3.8,527,3,11,247,500.0,214
1149,1,0,4.6,228,6,7,80,400.0,214
1150,1,0,3.7,158,6,11,47,700.0,214
1151,1,0,4.0,308,6,7,88,750.0,214
1152,0,0,3.8,148,3,13,256,550.0,214
1153,1,0,3.9,388,1,11,61,650.0,214
1154,1,0,3.8,70,6,31,321,200.0,214
1155,1,0,3.8,42,1,31,364,300.0,214
1156,1,0,3.9,144,6,11,279,550.0,128
1157,1,0,3.6,34,5,17,203,300.0,214
1158,1,0,4.0,507,5,10,111,1000.0,214
1159,1,0,3.7,133,6,11,142,700.0,156
1160,1,1,3.9,886,5,11,247,900.0,214
1161,1,0,3.6,129,1,11,235,600.0,214
1162,1,0,3.8,74,16,11,149,1000.0,170
1163,1,0,4.1,216,3,7,90,500.0,214
1164,1,0,4.4,181,6,4,39,250.0,214
1165,1,0,3.9,888,1,11,315,750.0,214
1166,1,0,3.9,84,6,34,243,400.0,214
1167,1,0,3.8,160,1,11,258,700.0,214
1168,1,1,4.2,1901,6,7,98,800.0,214
1169,1,0,3.9,314,6,31,378,300.0,214
1170,1,0,3.6,143,6,11,350,750.0,214
1171,1,0,3.8,286,3,11,247,600.0,214
1172,1,0,4.1,739,5,16,131,500.0,214
1173,1,0,2.5,35,3,31,174,200.0,214
1174,1,1,4.2,237,5,13,77,600.0,214
1175,1,1,4.1,1875,6,11,249,1200.0,214
1176,1,1,3.8,361,6,11,56,600.0,214
1177,1,1,4.3,548,12,11,132,1200.0,214
1178,1,0,4.1,787,1,11,137,800.0,123
1179,0,0,4.1,428,3,11,321,1000.0,214
1180,1,0,3.9,101,3,31,346,150.0,214
1181,1,0,4.2,150,6,11,247,800.0,214
1182,1,0,4.2,2353,5,11,247,800.0,214
1183,1,0,2.5,247,1,11,247,500.0,214
1184,0,0,3.7,217,3,11,284,450.0,214
1185,1,1,4.3,881,6,11,129,1700.0,214
1186,1,0,4.0,232,6,31,353,400.0,214
1187,1,0,4.0,116,5,11,141,400.0,214
1188,1,0,2.6,72,3,31,364,300.0,214
1189,0,0,3.9,206,3,31,362,450.0,214
1190,1,0,4.1,90,6,31,346,100.0,214
1191,1,0,3.4,58,3,7,100,400.0,214
1192,0,0,3.8,148,3,31,190,150.0,214
1193,1,0,3.9,221,6,11,122,700.0,214
1194,1,1,4.1,775,1,11,305,800.0,214
1195,1,1,3.5,431,6,11,247,800.0,214
1196,1,1,3.8,584,6,11,303,1200.0,214
1197,1,0,4.0,232,3,11,258,750.0,214
1198,1,0,4.1,449,3,31,375,100.0,214
1199,1,0,3.9,200,5,31,232,400.0,214
1200,1,1,4.0,866,6,11,288,900.0,214
1201,1,0,3.8,412,6,11,15,700.0,214
1202,1,0,3.7,117,5,31,247,150.0,214
1203,1,1,4.1,2339,6,11,259,1500.0,214
1204,1,1,4.1,353,11,11,347,1200.0,214
1205,1,0,3.2,96,8,31,247,400.0,214
1206,1,0,3.9,543,3,31,358,300.0,214
1207,1,1,4.0,633,1,11,258,800.0,214
1208,1,1,4.2,815,6,11,258,900.0,214
1209,1,0,3.7,59,1,31,321,200.0,214
1210,1,1,4.2,2022,6,11,309,1000.0,214
1211,1,0,4.1,179,12,11,344,600.0,214
1212,1,1,3.9,142,6,11,236,1000.0,214
1213,1,0,4.2,185,0,25,261,300.0,214
1214,1,1,4.4,1224,6,11,298,1000.0,214
1215,1,0,4.3,275,3,31,346,100.0,214
1216,1,0,3.8,280,6,11,52,800.0,214
1217,1,0,3.8,122,6,11,233,700.0,214
1218,1,1,3.8,560,5,11,247,800.0,214
1219,1,0,2.9,62,6,32,127,650.0,56
1220,0,1,3.7,151,6,23,248,1350.0,214
1221,1,0,4.1,139,6,11,282,550.0,214
1222,1,0,4.0,219,3,7,108,600.0,214
1223,0,1,4.1,2303,6,11,258,950.0,214
1224,0,0,4.0,104,4,11,258,650.0,214
1225,0,0,3.5,334,6,11,247,600.0,214
1226,0,0,3.8,36,1,16,291,400.0,214
1227,0,1,3.8,176,6,11,248,1350.0,214
1228,0,0,3.5,52,1,31,346,300.0,214
1229,0,0,2.7,128,1,11,141,850.0,214
1230,1,1,3.8,203,11,11,277,1200.0,214
1231,1,1,4.1,1077,6,11,258,1000.0,214
1232,1,0,3.1,68,6,31,246,550.0,214
1233,1,0,4.1,185,6,31,220,200.0,214
1234,1,0,3.9,40,3,11,283,600.0,214
1235,1,0,3.6,43,5,11,133,600.0,214
1236,1,1,3.7,36,6,11,135,650.0,214
1237,0,0,4.1,868,1,28,157,1200.0,214
1238,0,1,3.8,235,6,11,229,1000.0,214
1239,0,0,3.0,98,1,2,258,800.0,214
1240,1,0,3.8,75,6,31,223,300.0,214
1241,0,0,4.3,141,6,35,242,200.0,214
1242,0,0,4.0,920,6,11,6,600.0,214
1243,0,0,3.8,71,6,20,354,1200.0,214
1244,0,1,4.2,731,6,7,91,800.0,214
1245,0,0,4.3,345,1,17,203,400.0,214
1246,0,1,4.1,102,6,7,85,800.0,214
1247,0,0,4.2,244,1,11,216,800.0,214
1248,0,0,4.0,1047,1,31,212,450.0,214
1249,0,0,3.9,56,6,17,172,200.0,214
1250,0,1,3.6,571,6,11,156,800.0,214
1251,0,0,3.6,299,1,31,188,300.0,214
1252,0,0,3.8,39,1,31,354,350.0,214
1253,0,0,4.0,62,6,7,73,150.0,214
1254,0,0,3.2,59,6,9,100,550.0,214
1255,0,0,4.0,147,6,17,161,400.0,214
1256,0,0,3.7,65,1,31,190,300.0,214
1257,1,0,3.5,41,13,21,329,400.0,214
1258,1,0,3.9,60,6,6,35,400.0,214
1259,1,0,3.8,109,6,11,258,500.0,214
1260,1,0,3.9,193,5,11,364,400.0,214
1261,1,0,3.8,59,1,11,258,750.0,214
1262,1,0,3.8,186,5,7,74,500.0,214
1263,0,0,4.2,502,3,0,23,150.0,214
1264,0,0,4.3,372,3,17,203,400.0,214
1265,0,0,4.0,98,3,35,244,400.0,214
1266,1,0,3.9,56,3,17,165,400.0,214
1267,0,0,3.9,95,3,17,23,400.0,214
1268,1,0,4.0,73,3,0,26,300.0,214
1269,1,0,4.0,219,3,7,108,600.0,214
1270,1,0,3.8,71,3,17,206,400.0,214
1271,1,0,4.1,216,3,7,90,500.0,214
1272,1,0,4.1,46,3,4,33,400.0,214
1273,1,0,2.7,97,3,11,360,400.0,214
1274,0,1,4.3,633,6,9,96,800.0,214
1275,0,0,4.5,197,6,17,203,400.0,214
1276,0,0,4.3,141,6,35,242,200.0,214
1277,1,0,4.0,1778,6,31,319,200.0,214
1278,0,0,4.4,366,6,17,203,150.0,214
1279,0,0,4.2,223,6,7,119,800.0,214
1280,0,0,4.2,820,6,4,33,250.0,214
1281,0,0,4.4,356,1,34,240,150.0,214
1282,1,0,4.4,356,6,17,165,400.0,214
1283,0,0,3.9,56,6,17,172,200.0,214
1284,1,0,4.2,95,6,5,33,400.0,214
1285,1,0,4.2,228,6,17,24,500.0,214
1286,1,0,3.8,152,6,17,165,350.0,214
1287,1,0,4.1,438,6,17,169,500.0,214
1288,0,0,4.1,108,6,7,99,700.0,214
1289,1,0,4.3,860,1,17,168,500.0,214
1290,1,0,3.5,56,6,17,205,400.0,214
1291,1,0,3.7,47,6,33,179,400.0,214
1292,1,0,3.8,918,1,9,116,800.0,214
1293,1,0,4.0,253,6,17,165,300.0,214
1294,1,0,3.9,210,6,5,167,400.0,214
1295,1,0,4.1,210,6,18,33,150.0,214
1296,1,0,3.8,144,1,7,123,700.0,214
1297,1,0,4.2,249,6,17,165,300.0,214
1298,0,0,4.1,59,6,17,203,200.0,214
1299,0,0,4.0,147,6,17,161,400.0,214
1300,1,0,3.9,70,1,17,180,400.0,214
1301,1,0,4.1,204,6,17,203,300.0,214
1302,1,0,3.9,750,3,11,282,500.0,214
1303,0,1,4.3,1037,3,11,162,1000.0,214
1304,1,0,4.0,232,3,11,258,750.0,214
1305,0,0,3.8,166,3,11,308,600.0,214
1306,0,0,3.9,153,3,11,346,350.0,214
1307,1,1,4.6,1755,3,13,326,600.0,214
1308,0,0,4.1,428,3,11,321,1000.0,214
1309,1,0,3.8,469,3,11,260,750.0,214
1310,1,0,3.9,240,3,7,73,700.0,214
1311,1,0,3.8,527,3,11,247,500.0,214
1312,1,0,4.1,364,3,11,355,550.0,214
1313,0,0,2.7,377,3,28,286,1100.0,214
1314,0,0,3.8,148,3,13,256,550.0,214
1315,1,0,3.8,286,3,11,247,600.0,214
1316,0,0,3.9,206,3,31,362,450.0,214
1317,0,0,3.9,133,3,11,211,650.0,214
1318,0,0,3.6,160,3,11,9,800.0,214
1319,1,0,4.0,219,3,7,108,600.0,214
1320,0,1,3.7,64,3,2,191,2200.0,214
1321,1,0,4.1,216,3,7,90,500.0,214
1322,1,0,3.7,514,3,7,110,600.0,214
1323,1,0,3.7,54,3,7,80,600.0,214
1324,1,0,2.7,97,3,11,360,400.0,214
1325,1,0,4.1,176,3,11,12,800.0,214
1326,1,0,3.8,540,3,11,299,650.0,214
1327,1,0,3.4,58,3,7,100,400.0,214
1328,0,0,3.7,217,3,11,284,450.0,214
1329,0,0,3.7,61,3,11,64,600.0,214
1330,0,0,3.9,111,3,11,277,700.0,214
1331,1,0,3.9,40,3,11,283,600.0,214
1332,0,0,3.8,55,13,21,138,300.0,214
1333,0,0,4.5,2896,3,31,346,250.0,214
1334,0,0,4.4,4460,3,31,346,150.0,214
1335,0,0,4.8,2679,3,31,346,100.0,214
1336,1,0,3.9,101,3,31,346,150.0,214
1337,1,0,4.1,1720,3,31,300,400.0,214
1338,1,0,4.1,558,3,31,346,150.0,214
1339,1,0,4.2,64,3,31,341,500.0,214
1340,1,0,4.1,449,3,31,375,100.0,214
1341,1,0,3.8,319,3,31,67,400.0,214
1342,0,0,3.9,100,3,31,364,300.0,214
1343,1,0,3.6,276,3,31,67,500.0,214
1344,0,0,4.2,253,3,31,346,250.0,214
1345,1,0,4.2,444,3,31,346,100.0,214
1346,0,0,4.1,279,3,31,190,200.0,214
1347,1,0,4.3,275,3,31,346,100.0,214
1348,0,0,4.1,238,3,31,346,600.0,214
1349,1,0,3.7,93,3,31,375,200.0,214
1350,1,0,3.8,74,3,31,364,300.0,214
1351,0,0,3.8,124,3,31,359,300.0,214
1352,1,0,3.9,770,3,31,328,400.0,143
1353,0,0,4.2,257,3,31,346,150.0,214
1354,0,0,4.2,196,3,31,376,250.0,214
1355,1,0,4.0,133,3,31,174,200.0,214
1356,1,0,4.1,169,3,31,151,500.0,214
1357,1,0,3.9,549,3,31,358,300.0,214
1358,0,0,4.1,181,3,31,346,100.0,214
1359,1,0,2.9,142,3,31,328,750.0,214
1360,1,0,3.9,75,3,17,170,400.0,179
1361,0,0,4.0,53,3,31,346,300.0,214
1362,1,0,3.8,177,3,31,340,500.0,214
1363,0,0,4.2,280,3,31,346,150.0,214
1364,0,0,4.1,52,3,31,346,150.0,214
1365,1,0,3.9,142,3,31,376,200.0,214
1366,0,0,2.7,51,3,31,368,600.0,214
1367,0,0,2.5,35,3,31,174,200.0,214
1368,0,0,4.0,65,3,31,346,200.0,214
1369,1,0,2.6,72,3,31,364,300.0,214
1370,0,0,3.8,150,3,31,190,150.0,214
1371,1,0,3.8,166,3,31,330,600.0,214
1372,1,0,4.0,157,3,31,68,600.0,211
1373,1,1,4.2,2049,6,11,309,1000.0,214
1374,1,0,4.5,4569,6,11,44,600.0,214
1375,1,1,4.1,1903,6,11,302,1200.0,214
